state,child_district,parent_district,event,effective_date,transfer_scale,cluster_edge,source_title,source_url,source_grade,needs_check,note
Telangana,Yadadri Bhuvanagiri,Nalgonda,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,
Telangana,Bhadradri Kothagudem,Khammam,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,
Telangana,Jangoan,Warangal,split,2016-10-11,mandal,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,Multi-parent
Telangana,Jangoan,Nalgonda,split,2016-10-11,mandal,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,Multi-parent
Telangana,Mahabubabad,Warangal,split,2016-10-11,mandal,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,Multi-parent; Garla and Bayyaram mandals from Khammam per The Hindu 4 Oct 2016
Telangana,Mahabubabad,Khammam,split,2016-10-11,mandal,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,Multi-parent; Garla and Bayyaram mandals from Khammam per The Hindu 4 Oct 2016
Telangana,Jayashankar Bhupalapally,Warangal,split,2016-10-11,mandal,Y,"The Hindu, 'Warangal to be divided into five districts', 4 Oct 2016 (draft proposals)",https://www.thehindu.com/news/national/telangana/Warangal-to-be-divided-into-five-districts/article15127466.ece,press,Y,"Composition from the draft proposals; the Indian Express lists Khammam, Karimnagar and Medak, which looks like an error for Warangal. Confirm on the final G.O."
Telangana,Jayashankar Bhupalapally,Karimnagar,split,2016-10-11,mandal,Y,"The Hindu, 'Warangal to be divided into five districts', 4 Oct 2016 (draft proposals)",https://www.thehindu.com/news/national/telangana/Warangal-to-be-divided-into-five-districts/article15127466.ece,press,Y,"Composition from the draft proposals; the Indian Express lists Khammam, Karimnagar and Medak, which looks like an error for Warangal. Confirm on the final G.O."
Telangana,Jayashankar Bhupalapally,Khammam,split,2016-10-11,mandal,Y,"The Hindu, 'Warangal to be divided into five districts', 4 Oct 2016 (draft proposals)",https://www.thehindu.com/news/national/telangana/Warangal-to-be-divided-into-five-districts/article15127466.ece,press,Y,"Composition from the draft proposals; the Indian Express lists Khammam, Karimnagar and Medak, which looks like an error for Warangal. Confirm on the final G.O."
Telangana,Hanumakonda,Warangal,split_and_rename,2016-10-11,mandal,Y,"The Hindu, 'Warangal to be divided into five districts', 4 Oct 2016 (draft proposals)",https://www.thehindu.com/news/national/telangana/Warangal-to-be-divided-into-five-districts/article15127466.ece,press,Y,"Formed 2016 as Warangal Urban (Warangal plus four Karimnagar mandals, draft); renamed Hanumakonda by G.O.Ms.No.74 on 12 Aug 2021, when the Warangal Rural district also took back the name Warangal. The source applies the 2021 names to earlier years"
Telangana,Hanumakonda,Karimnagar,split_and_rename,2016-10-11,mandal,Y,"The Hindu, 'Warangal to be divided into five districts', 4 Oct 2016 (draft proposals)",https://www.thehindu.com/news/national/telangana/Warangal-to-be-divided-into-five-districts/article15127466.ece,press,Y,"Formed 2016 as Warangal Urban (Warangal plus four Karimnagar mandals, draft); renamed Hanumakonda by G.O.Ms.No.74 on 12 Aug 2021, when the Warangal Rural district also took back the name Warangal. The source applies the 2021 names to earlier years"
Telangana,Wanaparthy,Mahabubnagar,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,
Telangana,Nagarkurnool,Mahabubnagar,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,
Telangana,Jogulamba Gadwal,Mahabubnagar,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,
Telangana,Vikarabad,Ranga Reddy,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,Multi-parent
Telangana,Vikarabad,Mahabubnagar,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,Multi-parent
Telangana,Medchal Malkajgiri,Ranga Reddy,split,2016-10-11,division,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,
Telangana,Mahabubnagar,Ranga Reddy,parent_transfer,2016-10-11,mandal,Y,"Indian Express, 'Telangana after the breakup', Oct 2016",https://indianexpress.com/article/india/india-news-india/telangana-breakup-districts-31-chandrasekhara-rao-why-3077732/,press,N,New Mahabubnagar and new Ranga Reddy each took part of the other; both names persist
Telangana,Mulugu,Jayashankar Bhupalapally,split,2019-02-17,division,Y,"Business Standard (PTI), 'Telangana gets two new districts', 17 Feb 2019",https://www.business-standard.com/article/pti-stories/telangana-gets-two-new-districts-119021700484_1.html,press,N,
Telangana,Narayanpet,Mahabubnagar,split,2019-02-17,division,Y,"Business Standard (PTI), 'Telangana gets two new districts', 17 Feb 2019",https://www.business-standard.com/article/pti-stories/telangana-gets-two-new-districts-119021700484_1.html,press,N,
Andhra Pradesh,East Godavari,Khammam,cross_state_transfer,2014-05-29,mandal,N,"Andhra Pradesh Reorganisation (Amendment) Bill 2014, PRS","https://prsindia.org/files/bills_acts/bills_parliament/2014/AP_Reorganisation_(A)_Bill,_2014_0.pdf",official,N,"Polavaram mandals moved from Khammam (Telangana) to East and West Godavari (AP). Recorded, not used for clustering: states are hard boundaries in the analysis"
Andhra Pradesh,West Godavari,Khammam,cross_state_transfer,2014-05-29,mandal,N,"Andhra Pradesh Reorganisation (Amendment) Bill 2014, PRS","https://prsindia.org/files/bills_acts/bills_parliament/2014/AP_Reorganisation_(A)_Bill,_2014_0.pdf",official,N,See East Godavari row
Andhra Pradesh,Parvathipuram Manyam,Vizianagaram,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,"Parvathipuram division from Vizianagaram, Palakonda division from Srikakulam"
Andhra Pradesh,Parvathipuram Manyam,Srikakulam,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,"Parvathipuram division from Vizianagaram, Palakonda division from Srikakulam"
Andhra Pradesh,Alluri Sitharama Raju,Visakhapatnam,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,"Paderu from Visakhapatnam, Rampachodavaram from East Godavari"
Andhra Pradesh,Alluri Sitharama Raju,East Godavari,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,"Paderu from Visakhapatnam, Rampachodavaram from East Godavari"
Andhra Pradesh,Anakapalli,Visakhapatnam,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,
Andhra Pradesh,Kakinada,East Godavari,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,East Godavari,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,
Andhra Pradesh,Eluru,West Godavari,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,Nuzvid division from Krishna
Andhra Pradesh,Eluru,Krishna,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,Nuzvid division from Krishna
Andhra Pradesh,Ntr,Krishna,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,
Andhra Pradesh,Bapatla,Guntur,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,Chirala division from Prakasam
Andhra Pradesh,Bapatla,Prakasam,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,Chirala division from Prakasam
Andhra Pradesh,Palnadu,Guntur,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,
Andhra Pradesh,Nandyal,Kurnool,split,2022-04-04,division,Y,"The Hindu, 'A.P. to have 26 districts from today', 3 Apr 2022",https://www.thehindu.com/news/national/andhra-pradesh/ap-to-have-26-districts-from-today/article65287440.ece,press,N,
Andhra Pradesh,Sri Sathya Sai,Ananthapuramu,split,2022-04-04,division,Y,"The Hindu, 'With creation of 13 new districts, AP now has 26 districts', 26 Jan 2022 (preliminary notification)",https://www.thehindu.com/news/national/andhra-pradesh/with-creation-of-13-new-districts-ap-now-has-26-districts/article38327788.ece,press,N,
Andhra Pradesh,Tirupati,Chittoor,split,2022-04-04,division,Y,"The Hans India, 'Chittoor, Tirupati, Annamayya districts formed as part of rejig', 4 Apr 2022",https://www.thehansindia.com/andhra-pradesh/chittoor-tirupati-annamayya-districts-formed-as-part-of-rejig-736459,press,N,Gudur and Sullurpeta divisions from Nellore (final notification)
Andhra Pradesh,Tirupati,Sri Potti Sriramulu Nellore,split,2022-04-04,division,Y,"The Hans India, 'Chittoor, Tirupati, Annamayya districts formed as part of rejig', 4 Apr 2022",https://www.thehansindia.com/andhra-pradesh/chittoor-tirupati-annamayya-districts-formed-as-part-of-rejig-736459,press,N,Gudur and Sullurpeta divisions from Nellore (final notification)
Andhra Pradesh,Annamayya,Y.S.R. Kadapa,split,2022-04-04,division,Y,"The Hans India, 'Chittoor, Tirupati, Annamayya districts formed as part of rejig', 4 Apr 2022",https://www.thehansindia.com/andhra-pradesh/chittoor-tirupati-annamayya-districts-formed-as-part-of-rejig-736459,press,N,Madanapalle division from Chittoor
Andhra Pradesh,Annamayya,Chittoor,split,2022-04-04,division,Y,"The Hans India, 'Chittoor, Tirupati, Annamayya districts formed as part of rejig', 4 Apr 2022",https://www.thehansindia.com/andhra-pradesh/chittoor-tirupati-annamayya-districts-formed-as-part-of-rejig-736459,press,N,Madanapalle division from Chittoor
Andhra Pradesh,East Godavari,West Godavari,parent_transfer,2022-04-04,division,Y,"Sakshi Post, AP new districts, headquarters and mandals, 3 Apr 2022",https://www.sakshipost.com/news/andhrapradesh/heres-how-new-ap-map-looks-after-districts-reorganization-153041,press,Y,"Reorganised East Godavari includes Kovvur division, which sat in West Godavari before 2022. Prior membership not stated in the cited source; confirm"
Andhra Pradesh,Sri Potti Sriramulu Nellore,Prakasam,parent_transfer,2022-04-04,division,Y,"Sakshi Post, AP new districts, headquarters and mandals, 3 Apr 2022",https://www.sakshipost.com/news/andhrapradesh/heres-how-new-ap-map-looks-after-districts-reorganization-153041,press,Y,"Reorganised Nellore includes Kandukur division, which sat in Prakasam before 2022. Prior membership not stated in the cited source; confirm"
Arunachal Pradesh,Namsai,Lohit,split,2014-03-03,district_part,Y,"RBI/2016-17/310, lead bank responsibility, Arunachal new districts, 25 May 2017",https://www.rbi.org.in/commonman/English/scripts/Notification.aspx?Id=2254,official,N,
Arunachal Pradesh,Kra Daadi,Kurung Kumey,split,2014-03-03,district_part,Y,"RBI/2016-17/310, lead bank responsibility, Arunachal new districts, 25 May 2017",https://www.rbi.org.in/commonman/English/scripts/Notification.aspx?Id=2254,official,N,
Arunachal Pradesh,Siang,East Siang,split,2014-03-03,district_part,Y,"RBI/2016-17/310, lead bank responsibility, Arunachal new districts, 25 May 2017",https://www.rbi.org.in/commonman/English/scripts/Notification.aspx?Id=2254,official,N,
Arunachal Pradesh,Siang,West Siang,split,2014-03-03,district_part,Y,"RBI/2016-17/310, lead bank responsibility, Arunachal new districts, 25 May 2017",https://www.rbi.org.in/commonman/English/scripts/Notification.aspx?Id=2254,official,N,
Arunachal Pradesh,Lower Siang,East Siang,split,2014-03-03,district_part,Y,"RBI/2022-23/164, lead bank responsibility, Lower Siang",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12437&Mode=0,official,N,Notified 2014 but non-functional until later; first appears in the data 2018-19
Arunachal Pradesh,Lower Siang,West Siang,split,2014-03-03,district_part,Y,"RBI/2022-23/164, lead bank responsibility, Lower Siang",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12437&Mode=0,official,N,Notified 2014 but non-functional until later; first appears in the data 2018-19
Arunachal Pradesh,Leparada,Lower Siang,split,2018-08-30,district_part,Y,"RBI/2023-24/28, lead bank responsibility, Leparada, 9 May 2023",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12501&Mode=0,official,N,Child of a child: chain to East Siang and West Siang via Lower Siang
Arunachal Pradesh,Kamle,Lower Subansiri,split,2017-12-15,district_part,Y,"Kamle district official website, About District",https://kamle.nic.in/,official,N,
Arunachal Pradesh,Kamle,Upper Subansiri,split,2017-12-15,district_part,Y,"Kamle district official website, About District",https://kamle.nic.in/,official,N,
Arunachal Pradesh,Pakke Kessang,East Kameng,split,2018-08-30,district_part,Y,"Arunachal Pradesh (Re-Organisation of Districts) (Amendment) Bill 2018, PRS",https://prsindia.org/files/bills_acts/bills_states/arunachal-pradesh/2018/Bill%2013%20of%202018%20Arunachal%20Pradesh.pdf,official,N,
Arunachal Pradesh,Shi Yomi,West Siang,split,2018-08-30,district_part,Y,"Arunachal Pradesh (Re-Organisation of Districts) (Amendment) Bill 2018, PRS",https://prsindia.org/files/bills_acts/bills_states/arunachal-pradesh/2018/Bill%2013%20of%202018%20Arunachal%20Pradesh.pdf,official,N,
Assam,Biswanath,Sonitpur,split,2015-08-15,subdivision,Y,"Assam ENVIS, administrative units",https://asmenvis.nic.in/Database/AdministrativeUnits_842.aspx?format=Print,official,N,Data splits it out only from 2020-21
Assam,Charaideo,Sivasagar,split,2015-08-15,subdivision,Y,"Assam Directorate of Land Records, notification of new districts (Majuli, Hojai, West Karbi Anglong, Charaideo, South Salmara Mankachar, Biswanath)",https://dlrs.assam.gov.in/documents-detail/notification-of-new-districts-majuli-hojai-west-karbi-anglong-charaideo-south,official,N,
Assam,Hojai,Nagaon,split,2015-08-15,subdivision,Y,"Assam Directorate of Land Records, notification of new districts (Majuli, Hojai, West Karbi Anglong, Charaideo, South Salmara Mankachar, Biswanath)",https://dlrs.assam.gov.in/documents-detail/notification-of-new-districts-majuli-hojai-west-karbi-anglong-charaideo-south,official,N,
Assam,South Salmara Mancachar,Dhubri,split,2015-08-15,subdivision,Y,"Assam ENVIS, administrative units",https://asmenvis.nic.in/Database/AdministrativeUnits_842.aspx?format=Print,official,N,
Assam,West Karbi Anglong,Karbi Anglong,split,2015-08-15,subdivision,Y,"Assam Directorate of Land Records, notification of new districts (Majuli, Hojai, West Karbi Anglong, Charaideo, South Salmara Mankachar, Biswanath)",https://dlrs.assam.gov.in/documents-detail/notification-of-new-districts-majuli-hojai-west-karbi-anglong-charaideo-south,official,N,
Assam,Majuli,Jorhat,split,2016-06-27,subdivision,Y,"Government of Assam, Districts page",https://assam.gov.in/about-us/396,official,N,
Chhattisgarh,Gaurela-Pendra-Marwahi,Bilaspur,split,2020-02-10,district_part,Y,"Wikipedia, Gaurela-Pendra-Marwahi district",https://en.wikipedia.org/wiki/Gaurela-Pendra-Marwahi_district,encyclopedia,Y,Encyclopedia source; district website confirms date but not parent
Chhattisgarh,Sakti,Janjgir-Champa,split,2022-09-09,district_part,Y,"The Hindu (PTI), 'Chhattisgarh gets two more districts, takes total to 33', 10 Sep 2022",https://www.thehindu.com/news/national/other-states/chhattisgarh-gets-two-more-districts-takes-total-to-33/article65873975.ece,press,N,
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur(M C B),Korea,split,2022-09-09,district_part,Y,"The Hindu (PTI), 'Chhattisgarh gets two more districts, takes total to 33', 10 Sep 2022",https://www.thehindu.com/news/national/other-states/chhattisgarh-gets-two-more-districts-takes-total-to-33/article65873975.ece,press,N,
Chhattisgarh,Sarangarh-Bilaigarh,Raigarh,split,2022-09-01,district_part,Y,"Sarangarh-Bilaigarh district official website, History",https://sarangarh-bilaigarh.cg.gov.in/en/history/,official,N,
Chhattisgarh,Sarangarh-Bilaigarh,Balodabazar-Bhatapara,split,2022-09-01,district_part,Y,"Sarangarh-Bilaigarh district official website, History",https://sarangarh-bilaigarh.cg.gov.in/en/history/,official,N,
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,Rajnandgaon,split,2022-09-03,district_part,Y,"The Hitavada, 'Khairagarh-Chhuikhadan-Gandai is 31st distt', 4 Sep 2022",https://www.thehitavada.com/Encyc/2022/9/4/Khairagarh-Chhuikhadan-Gandai-is-31st-distt.html,press,N,
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Rajnandgaon,split,2022-09-02,district_part,Y,"Mohla-Manpur-Ambagarh Chowki district official website, History",https://mohla-manpur-ambagarhchowki.cg.gov.in/en/history/,official,N,
Chhattisgarh,Jashpur,Jashpur,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Kabeerdham,Kabeerdham,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Korba,Korba,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Korea,Korea,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Mahasamund,Mahasamund,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Raigarh,Raigarh,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Raipur,Raipur,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Rajnandgaon,Rajnandgaon,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Chhattisgarh,Uttar Bastar Kanker,Uttar Bastar Kanker,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,District existed before 2013; absent from the 2013-14 export only. Chhattisgarh 2013-14 totals are short 9 of 27 districts
Gujarat,Arvalli,Sabar Kantha,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Botad,Ahmedabad,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Botad,Bhavnagar,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Chhotaudepur,Vadodara,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Devbhumi Dwarka,Jamnagar,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Gir Somnath,Junagadh,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Mahisagar,Panch Mahals,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Mahisagar,Kheda,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,
Gujarat,Morbi,Rajkot,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,Wikipedia omits Jamnagar; DNA and the state statement include it
Gujarat,Morbi,Surendranagar,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,Wikipedia omits Jamnagar; DNA and the state statement include it
Gujarat,Morbi,Jamnagar,split,2013-08-15,taluk,Y,"DNA, 'Seven new districts as Gujarat's I-Day gift', 14 Aug 2013",https://www.dnaindia.com/ahmedabad/report-seven-new-districts-as-gujarat-s-i-day-gift-1874372,press,N,Wikipedia omits Jamnagar; DNA and the state statement include it
